txn_id,txn_day,merchant_id,amount,card_type,payment_method,country,device_id
t_0010294,1,m_022,9.04,amex,,GB,d_24707
t_0010583,1,m_026,25.55,mastercard,,US,d_20566
t_0010605,1,m_000,25.15,amex,,US,d_5051
t_0011024,1,m_000,17.83,mastercard,,CA,d_11029
t_0011080,1,m_032,140.28,amex,,DE,d_134
t_0011409,1,m_000,7.74,mastercard,,DE,d_14824
t_0011537,1,m_022,32.95,amex,,CA,d_11654
t_0011589,1,m_032,40.51,amex,,DE,d_7386
t_0011772,1,m_013,63.1,mastercard,,US,d_20893
t_0011979,1,m_000,17.88,visa,,BR,d_8640
t_0012087,1,m_000,145.9,amex,,BR,d_19161
t_0012183,1,m_025,26.92,mastercard,,GB,d_11720
t_0012278,1,m_018,49.26,mastercard,,US,d_19570
t_0012411,1,m_000,52.95,mastercard,,GB,d_3473
t_0012567,1,m_018,169.49,visa,,US,d_17180
t_0012718,1,m_027,25.83,visa,,GB,d_16897
t_0012753,1,m_007,121.39,mastercard,,US,d_7575
t_0012834,1,m_001,21.37,visa,,CA,
t_0013351,1,m_000,212.73,amex,,DE,d_7825
t_0013625,1,m_006,318.0,amex,,GB,d_580
t_0013675,1,m_000,24.64,mastercard,,CA,d_20308
t_0013696,1,m_038,13.33,visa,,BR,d_2712
t_0013803,1,m_022,11.28,visa,,US,d_21542
t_0013868,1,m_036,3.87,amex,,US,d_20259
t_0014028,1,m_023,33.16,mastercard,,BR,d_9401
t_0014304,1,m_036,13.27,amex,,US,d_21241
t_0014356,1,m_017,59.23,mastercard,,US,d_13101
t_0014369,1,m_026,142.28,amex,,US,d_12871
t_0014826,1,m_002,169.34,visa,,CA,d_7239
t_0014842,1,m_000,12.78,visa,,US,d_22226
t_0014868,1,m_022,29.44,mastercard,,US,d_1049
t_0014937,1,m_024,13.35,amex,,GB,d_12219
t_0015011,1,m_004,31.84,mastercard,,US,d_15473
t_0015213,1,m_000,144.2,amex,,US,d_20586
t_0015239,1,m_000,22.9,mastercard,,US,d_16962
t_0015586,1,m_003,98.64,visa,,GB,d_18663
t_0016000,1,m_038,7.0,mastercard,,DE,d_5955
t_0016367,1,m_006,92.33,amex,,DE,d_24201
t_0016437,1,m_037,81.29,mastercard,,DE,d_18332
t_0017077,1,m_002,230.34,amex,,US,d_6814
t_0017160,1,m_022,62.93,mastercard,,GB,d_6117
t_0017361,1,m_000,65.18,visa,,US,d_18453
t_0017541,1,m_029,35.72,mastercard,,GB,d_18204
t_0017788,1,m_028,17.62,amex,,US,d_7338
t_0017957,1,m_015,38.07,mastercard,,CA,d_3593
t_0018001,1,m_008,41.15,visa,,US,d_23990
t_0018221,1,m_019,12.05,amex,,US,d_17512
t_0018314,1,m_003,159.74,mastercard,,US,
t_0018377,1,m_039,43.69,amex,,CA,d_12278
t_0018859,1,m_000,42.66,amex,,US,d_388
t_0019117,1,m_033,50.05,visa,,GB,d_9249
t_0019578,1,m_009,151.65,mastercard,,US,d_15580
t_0019719,1,m_023,248.19,mastercard,,BR,d_13386
t_0019812,1,m_033,276.16,visa,,BR,d_17842
t_0019874,1,m_032,94.97,mastercard,,US,d_10809
t_0020415,1,m_002,59.95,mastercard,,GB,d_12071
t_0020514,1,m_016,33.29,mastercard,,CA,d_20175
t_0020785,1,m_013,87.51,mastercard,,GB,d_6092
t_0020828,1,m_003,15.84,mastercard,,GB,d_12213
t_0020870,1,m_000,50.41,visa,,CA,d_6069
t_0021012,1,m_000,23.55,mastercard,,US,d_16833
t_0021073,1,m_000,33.15,visa,,GB,d_20119
t_0021100,1,m_005,94.28,amex,,CA,d_6924
t_0021347,1,m_030,11.95,amex,,CA,d_24489
t_0021443,1,m_036,4.0,visa,,US,d_18895
t_0021445,1,m_000,150.34,amex,,US,d_4013
t_0021451,1,m_000,10.71,mastercard,,US,d_10663
t_0021507,1,m_007,170.21,visa,,DE,d_2187
t_0021749,1,m_039,323.76,visa,,CA,d_7675
t_0021776,1,m_028,8.0,visa,,CA,d_18097
t_0021943,1,m_024,54.58,amex,,CA,d_11361
t_0021961,1,m_028,15.08,mastercard,,US,d_22794
t_0022426,1,m_000,13.73,visa,,BR,d_21568
t_0023082,1,m_000,11.24,mastercard,,CA,d_12552
t_0023347,1,m_037,76.02,amex,,US,d_3602
t_0023556,1,m_008,2.35,amex,,CA,d_7583
t_0023557,1,m_035,33.26,mastercard,,GB,d_17745
t_0023785,1,m_013,108.4,mastercard,,US,d_918
t_0023901,1,m_019,64.46,mastercard,,CA,d_12490
t_0023913,1,m_006,53.07,amex,,DE,d_8314
t_0023928,1,m_017,35.53,amex,,US,d_12468
t_0024187,1,m_000,18.73,mastercard,,US,d_7408
t_0024314,1,m_034,11.38,amex,,DE,d_13138
t_0024339,1,m_009,12.46,mastercard,,BR,d_18993
t_0024406,1,m_014,23.91,amex,,US,d_21327
t_0024755,1,m_026,175.66,amex,,CA,d_1956
t_0024806,1,m_001,23.98,visa,,US,d_3213
t_0024941,1,m_021,6.25,amex,,DE,d_24868
t_0025388,1,m_011,101.77,visa,,DE,d_8966
t_0025591,1,m_023,14.08,mastercard,,US,d_4723
t_0026055,1,m_039,22.68,mastercard,,US,d_6717
t_0026368,1,m_001,45.04,visa,,CA,d_1929
t_0026607,1,m_000,130.94,mastercard,,US,d_19110
t_0026695,1,m_000,35.45,mastercard,,US,d_18138
t_0027220,1,m_021,67.2,visa,,GB,
t_0027513,1,m_030,17.83,visa,,US,d_12639
t_0027594,1,m_036,382.81,amex,,US,d_20973
t_0027746,1,m_006,29.01,mastercard,,DE,d_5404
t_0027890,1,m_000,28.73,visa,,GB,d_22879
t_0028111,1,m_000,21.83,visa,,US,d_13165
t_0028269,1,m_005,84.9,visa,,US,d_8030
t_0028317,1,m_000,24.83,mastercard,,DE,
t_0028525,1,m_010,60.01,mastercard,,DE,d_4758
t_0029102,1,m_026,19.29,amex,,US,d_15367
t_0029303,1,m_000,47.62,visa,,US,d_6041
t_0029322,1,m_024,41.77,mastercard,,CA,d_22610
t_0029733,1,m_034,49.57,amex,,CA,d_18488
t_0029771,1,m_019,92.68,visa,,US,d_24379
t_0030015,1,m_036,103.43,amex,,GB,d_21432
t_0030104,1,m_031,16.02,mastercard,,US,d_20339
t_0030162,1,m_000,32.63,amex,,BR,d_13674
t_0030527,1,m_035,67.17,amex,,CA,d_14104
t_0030682,1,m_016,41.94,mastercard,,US,d_3933
t_0030743,1,m_000,6.69,mastercard,,CA,d_2721
t_0030766,1,m_027,13.56,visa,,DE,d_18223
t_0030934,1,m_000,30.5,mastercard,,US,d_8493
t_0031239,1,m_000,5.88,mastercard,,BR,d_7859
t_0031427,1,m_010,78.69,mastercard,,DE,d_8081
t_0031429,1,m_000,464.93,mastercard,,US,d_7468
t_0031533,1,m_002,32.61,visa,,US,d_24099
t_0031674,1,m_038,11.84,amex,,US,d_18130
t_0031777,1,m_018,44.44,mastercard,,DE,d_21795
t_0031922,1,m_000,42.74,amex,,GB,d_23538
t_0032480,1,m_038,30.16,amex,,DE,d_20085
t_0032613,1,m_023,8.0,mastercard,,US,
t_0032987,1,m_004,34.19,amex,,US,d_3891
t_0033029,1,m_006,38.44,mastercard,,US,d_2257
t_0033135,1,m_024,13.04,amex,,US,d_4654
t_0033155,1,m_004,62.7,mastercard,,CA,d_18150
t_0033161,1,m_024,3.25,amex,,CA,d_5384
t_0033376,1,m_031,184.04,amex,,US,d_10984
t_0033453,1,m_000,3.37,visa,,US,
